title,price,rating,total_reviews,product_description,shoe type,merk,review1,review_rating1,review2,review_rating2,review3,review_rating3,review4,review_rating4,review5,review_rating5,review6,review_rating6,review7,review_rating7,review8,review_rating8,review9,review_rating9,review10,review_rating10
reebok men's energy runner running shoe,₹1250.00,4.0 out of 5 stars,621 ratings,• very light weighted shoe available in many colors • double mesh on upper cut and highly cushioned outsole•,men,reebok men's,not happy with product,1.0 out of 5 stars,it's not as expected.,1.0 out of 5 stars,average product,3.0 out of 5 stars,pic more beautiful,3.0 out of 5 stars,got damage product. but quality is average for 300₹,3.0 out of 5 stars,bad product different from what was listed,2.0 out of 5 stars,worst product,1.0 out of 5 stars,don't buy,2.0 out of 5 stars,low quality makes pain on heals by sharp edges inside shoes,1.0 out of 5 stars,do not buy it anyway,1.0 out of 5 stars
asics men's running shoes,₹1574.00,4.1 out of 5 stars,761 ratings,asics products were introduced to the united states in 1977 and brought with them an incredible story of athletic performance and technical advancements a philosophy which still holds true today.,men,asics men's,not happy with product,1.0 out of 5 stars,it's not as expected.,1.0 out of 5 stars,average product,3.0 out of 5 stars,pic more beautiful,3.0 out of 5 stars,got damage product. but quality is average for 300₹,3.0 out of 5 stars,bad product different from what was listed,2.0 out of 5 stars,worst product,1.0 out of 5 stars,don't buy,2.0 out of 5 stars,low quality makes pain on heals by sharp edges inside shoes,1.0 out of 5 stars,do not buy it anyway,1.0 out of 5 stars
puma men's max idp sneakers thong sandals,₹1514.00,4.0 out of 5 stars,209 ratings, performance on all levels - this is puma.___as one of the world’s leading sports brands puma believes in standing on the same playing field as the fastest athletes on the planet. with a mission of forever faster puma shares excitement in teamsports innovates golf brings style into running and training and performance into motorsports. puma has associations with some of the most elite athletes such as sprint legend usain bolt star striker antoine griezmann indian cricket captain virat kohli fashion icons like cara delevingne selena gomez and many more. ,men,puma men's,not happy with product,1.0 out of 5 stars,it's not as expected.,1.0 out of 5 stars,average product,3.0 out of 5 stars,pic more beautiful,3.0 out of 5 stars,got damage product. but quality is average for 300₹,3.0 out of 5 stars,bad product different from what was listed,2.0 out of 5 stars,worst product,1.0 out of 5 stars,don't buy,2.0 out of 5 stars,low quality makes pain on heals by sharp edges inside shoes,1.0 out of 5 stars,do not buy it anyway,1.0 out of 5 stars
us polo association men clarkin sneakers,₹1949.00,3.9 out of 5 stars,556 ratings,us polo men's clarkin sneakers,men,us polo,not happy with product,1.0 out of 5 stars,it's not as expected.,1.0 out of 5 stars,average product,3.0 out of 5 stars,pic more beautiful,3.0 out of 5 stars,got damage product. but quality is average for 300₹,3.0 out of 5 stars,bad product different from what was listed,2.0 out of 5 stars,worst product,1.0 out of 5 stars,don't buy,2.0 out of 5 stars,low quality makes pain on heals by sharp edges inside shoes,1.0 out of 5 stars,do not buy it anyway,1.0 out of 5 stars
adidas men's elate m running shoe,₹1113.00,4.0 out of 5 stars,665 ratings,upper: mesh upper for lightweight and breathability. midsole: lightstrike imeva midsole with visible adiprene providing protection from harmful impact forces.,men,adidas men's,not happy with product,1.0 out of 5 stars,it's not as expected.,1.0 out of 5 stars,average product,3.0 out of 5 stars,pic more beautiful,3.0 out of 5 stars,got damage product. but quality is average for 300₹,3.0 out of 5 stars,bad product different from what was listed,2.0 out of 5 stars,worst product,1.0 out of 5 stars,don't buy,2.0 out of 5 stars,low quality makes pain on heals by sharp edges inside shoes,1.0 out of 5 stars,do not buy it anyway,1.0 out of 5 stars
campus men's tyson running shoes,₹755.00,4.0 out of 5 stars,1513 ratings,campus sport shoes are premium quality light weight shoe optimised for running and all day usage. unique mesh weaving offers incredible breathability.,men,campus men's,not happy with product,1.0 out of 5 stars,it's not as expected.,1.0 out of 5 stars,average product,3.0 out of 5 stars,pic more beautiful,3.0 out of 5 stars,got damage product. but quality is average for 300₹,3.0 out of 5 stars,bad product different from what was listed,2.0 out of 5 stars,worst product,1.0 out of 5 stars,don't buy,2.0 out of 5 stars,low quality makes pain on heals by sharp edges inside shoes,1.0 out of 5 stars,do not buy it anyway,1.0 out of 5 stars
red tape men's rso108 walking shoes,₹980.00,3.8 out of 5 stars,146 ratings,ready for everyday this pair of men's sports shoes from red tape has been designed for active feet. they have a pu mesh upper eva sole provides support at every step. to amp up your sporty look this pair comes with a round-shaped tip.,men,red tape,not happy with product,1.0 out of 5 stars,it's not as expected.,1.0 out of 5 stars,average product,3.0 out of 5 stars,pic more beautiful,3.0 out of 5 stars,got damage product. but quality is average for 300₹,3.0 out of 5 stars,bad product different from what was listed,2.0 out of 5 stars,worst product,1.0 out of 5 stars,don't buy,2.0 out of 5 stars,low quality makes pain on heals by sharp edges inside shoes,1.0 out of 5 stars,do not buy it anyway,1.0 out of 5 stars
red tape men's formal shoes,₹810.00,3.5 out of 5 stars,27 ratings,the teak derbies by red tape are constructed with leather upper and rubber sole for an extremely smooth and rich finish along with desirable comfort. the laces add to the formal look making them ideal for office wear. wear them for long hours to feel the difference.,men,red tape,not happy with product,1.0 out of 5 stars,it's not as expected.,1.0 out of 5 stars,average product,3.0 out of 5 stars,pic more beautiful,3.0 out of 5 stars,got damage product. but quality is average for 300₹,3.0 out of 5 stars,bad product different from what was listed,2.0 out of 5 stars,worst product,1.0 out of 5 stars,don't buy,2.0 out of 5 stars,low quality makes pain on heals by sharp edges inside shoes,1.0 out of 5 stars,do not buy it anyway,1.0 out of 5 stars
hush puppies men's aaron plain slip on leather formal shoes,₹1799.00,4.2 out of 5 stars,850 ratings,elevate your style with this classy pair of formal shoes from the house of hush puppies. featuring a contemporary refined design with exceptional comfort. hush puppies is the go-to footwear accessory and apparel brand that delivers the right mix of timeless style dependable comfort and quality. we provide the world’s most comfortable and stylish shoes accessories and apparel to help consumers look and feel their best. we know we’ve done our job when we see people smile the purest expression of comfort and style.,men,hush puppies,not happy with product,1.0 out of 5 stars,it's not as expected.,1.0 out of 5 stars,average product,3.0 out of 5 stars,pic more beautiful,3.0 out of 5 stars,got damage product. but quality is average for 300₹,3.0 out of 5 stars,bad product different from what was listed,2.0 out of 5 stars,worst product,1.0 out of 5 stars,don't buy,2.0 out of 5 stars,low quality makes pain on heals by sharp edges inside shoes,1.0 out of 5 stars,do not buy it anyway,1.0 out of 5 stars
campus men's rodeo-2 running sport shoe,₹679.00,4.0 out of 5 stars,1148 ratings,the product will be an excellent pick for you. it ensures an easy maintenance.,men,campus men's,not happy with product,1.0 out of 5 stars,it's not as expected.,1.0 out of 5 stars,average product,3.0 out of 5 stars,pic more beautiful,3.0 out of 5 stars,got damage product. but quality is average for 300₹,3.0 out of 5 stars,bad product different from what was listed,2.0 out of 5 stars,worst product,1.0 out of 5 stars,don't buy,2.0 out of 5 stars,low quality makes pain on heals by sharp edges inside shoes,1.0 out of 5 stars,do not buy it anyway,1.0 out of 5 stars
woodland men's gc 3159418c sneaker,₹1004.00,4.1 out of 5 stars,144 ratings,canvas upper cushioned footbed textured and patterned sole. woodland offers an extensive line of footwear performance apparel and outdoor gear. whether it's a lightweight jacket for active pursuits or a summit tested parka for the coldest places on earth the focus is on creating truly functional solutions for outdoor and adventure enthusiasts. whether you're new to outdoor adventure or are a seasoned pro woodland's gear keeps you dry and warm for the trails and slopes wherever you go.,men,woodland men's,not happy with product,1.0 out of 5 stars,it's not as expected.,1.0 out of 5 stars,average product,3.0 out of 5 stars,pic more beautiful,3.0 out of 5 stars,got damage product. but quality is average for 300₹,3.0 out of 5 stars,bad product different from what was listed,2.0 out of 5 stars,worst product,1.0 out of 5 stars,don't buy,2.0 out of 5 stars,low quality makes pain on heals by sharp edges inside shoes,1.0 out of 5 stars,do not buy it anyway,1.0 out of 5 stars
sega men's cricket shoe,₹1349.00,4.1 out of 5 stars,46 ratings,elevate your style with this classy pair of cricket shoe from the house of sega brand. featuring a contemporary refined design with exceptional comfort.,men,sega men's,not happy with product,1.0 out of 5 stars,it's not as expected.,1.0 out of 5 stars,average product,3.0 out of 5 stars,pic more beautiful,3.0 out of 5 stars,got damage product. but quality is average for 300₹,3.0 out of 5 stars,bad product different from what was listed,2.0 out of 5 stars,worst product,1.0 out of 5 stars,don't buy,2.0 out of 5 stars,low quality makes pain on heals by sharp edges inside shoes,1.0 out of 5 stars,do not buy it anyway,1.0 out of 5 stars
hush puppies men aaron derby formal shoes,₹2099.00,4.1 out of 5 stars,769 ratings,elevate your style with this classy pair of formal shoes from the house of hush puppies. featuring a contemporary refined design with exceptional comfort this pair is perfect to give your quintessential dressing an upgrade.,men,hush puppies,not happy with product,1.0 out of 5 stars,it's not as expected.,1.0 out of 5 stars,average product,3.0 out of 5 stars,pic more beautiful,3.0 out of 5 stars,got damage product. but quality is average for 300₹,3.0 out of 5 stars,bad product different from what was listed,2.0 out of 5 stars,worst product,1.0 out of 5 stars,don't buy,2.0 out of 5 stars,low quality makes pain on heals by sharp edges inside shoes,1.0 out of 5 stars,do not buy it anyway,1.0 out of 5 stars
reebok men pulse run xtreme lp shoes,₹1479.00,3.9 out of 5 stars,274 ratings,style and engineering meet in shoes made to train. twistform tooling streamlines the look while transitional waves on the sole propel your efforts past expectations.,men,reebok men,not happy with product,1.0 out of 5 stars,it's not as expected.,1.0 out of 5 stars,average product,3.0 out of 5 stars,pic more beautiful,3.0 out of 5 stars,got damage product. but quality is average for 300₹,3.0 out of 5 stars,bad product different from what was listed,2.0 out of 5 stars,worst product,1.0 out of 5 stars,don't buy,2.0 out of 5 stars,low quality makes pain on heals by sharp edges inside shoes,1.0 out of 5 stars,do not buy it anyway,1.0 out of 5 stars
bata men's draco texture sandal,₹1021.00,3.7 out of 5 stars,6 ratings,very trendy and comfortable sandals for men.,men,bata men's,not happy with product,1.0 out of 5 stars,it's not as expected.,1.0 out of 5 stars,average product,3.0 out of 5 stars,pic more beautiful,3.0 out of 5 stars,got damage product. but quality is average for 300₹,3.0 out of 5 stars,bad product different from what was listed,2.0 out of 5 stars,worst product,1.0 out of 5 stars,don't buy,2.0 out of 5 stars,low quality makes pain on heals by sharp edges inside shoes,1.0 out of 5 stars,do not buy it anyway,1.0 out of 5 stars
